Conta:;11392 - 2.1.1.01.001 - A 2 F INDUSTRIA FARMACEUTICA LTDA;;;;;
27/01/2024;PAGAMENTO DUPLICATA Nº 119665 ;72;0124-00003456;298,25;;6.227,49C
28/01/2024;PAGAMENTO DUPLICATA Nº 118687 ;72;0124-00003438;264,01;;5.963,48C
30/01/2024;PAGAMENTO DUPLICATA Nº 121156 ;72;0124-00003275;118,28;;5.845,20C
30/01/2024;PAGAMENTO DUPLICATA Nº 121082 ;72;0124-00003393;219,82;;5.625,38C
30/01/2024;PAGAMENTO DUPLICATA Nº 121083 ;72;0124-00003527;48,99;;5.576,39C
01/02/2024;NOTA FISCAL Nº 124597 ;5782;0224-00001739;;796,4;6.372,79C
01/02/2024;PAGAMENTO DUPLICATA Nº 120293 ;72;0224-00003047;214,22;;6.158,57C
03/02/2024;NOTA FISCAL Nº 124943 ;5782;0224-00001744;;1.105,07;7.263,64C
06/02/2024;PAGAMENTO DUPLICATA Nº 119665 ;72;0224-00003106;298,25;;6.965,39C
07/02/2024;PAGAMENTO DUPLICATA Nº 121864 ;72;0224-00002934;103,65;;6.861,74C
07/02/2024;PAGAMENTO DUPLICATA Nº 121868 ;72;0224-00002957;118,15;;6.743,59C
07/02/2024;PAGAMENTO DUPLICATA Nº 121901 ;72;0224-00002985;138,21;;6.605,38C
07/02/2024;PAGAMENTO DUPLICATA Nº 121869 ;72;0224-00003124;315,79;;6.289,59C
07/02/2024;PAGAMENTO DUPLICATA Nº 121823 ;72;0224-00003259;73,35;;6.216,24C
07/02/2024;PAGAMENTO DUPLICATA Nº 121824 ;72;0224-00003260;73,35;;6.142,89C
07/02/2024;PAGAMENTO DUPLICATA Nº 121825 ;72;0224-00003261;73,35;;6.069,54C
07/02/2024;PAGAMENTO DUPLICATA Nº 121867 ;72;0224-00003280;80,9;;5.988,64C
08/02/2024;NOTA FISCAL Nº 125714 ;5782;0224-00001737;;174,06;6.162,70C
08/02/2024;NOTA FISCAL Nº 125713 ;5782;0224-00001746;;490,92;6.653,62C
09/02/2024;NOTA FISCAL Nº 125877 ;5782;0224-00001738;;139,86;6.793,48C
09/02/2024;NOTA FISCAL Nº 125876 ;5782;0224-00001741;;458,34;7.251,82C
09/02/2024;NOTA FISCAL Nº 125879 ;5782;0224-00001745;;306,7;7.558,52C
09/02/2024;PAGAMENTO DUPLICATA Nº 121156 ;72;0224-00002958;118,27;;7.440,25C
09/02/2024;PAGAMENTO DUPLICATA Nº 121082 ;72;0224-00003055;219,81;;7.220,44C
09/02/2024;PAGAMENTO DUPLICATA Nº 121083 ;72;0224-00003186;48,99;;7.171,45C
11/02/2024;PAGAMENTO DUPLICATA Nº 120293 ;72;0224-00003048;214,22;;6.957,23C
13/02/2024;PAGAMENTO DUPLICATA Nº 122483 ;72;0224-00003052;218,24;;6.738,99C
17/02/2024;PAGAMENTO DUPLICATA Nº 121864 ;72;0224-00002935;103,65;;6.635,34C
17/02/2024;PAGAMENTO DUPLICATA Nº 121868 ;72;0224-00002955;118,14;;6.517,20C
17/02/2024;PAGAMENTO DUPLICATA Nº 121901 ;72;0224-00002986;138,21;;6.378,99C
17/02/2024;PAGAMENTO DUPLICATA Nº 121869 ;72;0224-00003125;315,8;;6.063,19C
17/02/2024;PAGAMENTO DUPLICATA Nº 121823 ;72;0224-00003262;73,35;;5.989,84C
17/02/2024;PAGAMENTO DUPLICATA Nº 121824 ;72;0224-00003263;73,35;;5.916,49C
17/02/2024;PAGAMENTO DUPLICATA Nº 121825 ;72;0224-00003264;73,35;;5.843,14C
17/02/2024;PAGAMENTO DUPLICATA Nº 121867 ;72;0224-00003278;80,89;;5.762,25C
19/02/2024;PAGAMENTO DUPLICATA Nº 121156 ;72;0224-00002959;118,27;;5.643,98C
19/02/2024;PAGAMENTO DUPLICATA Nº 121082 ;72;0224-00003056;219,81;;5.424,17C
19/02/2024;PAGAMENTO DUPLICATA Nº 121083 ;72;0224-00003187;48,99;;5.375,18C
21/02/2024;NOTA FISCAL Nº 126987 ;3152;0224-00000259;;597,12;5.972,30C
22/02/2024;NOTA FISCAL Nº 126990 ;5782;0224-00001740;;320,58;6.292,88C
22/02/2024;NOTA FISCAL Nº 126986 ;5782;0224-00001743;;904,11;7.196,99C
23/02/2024;PAGAMENTO DUPLICATA Nº 122483 ;72;0224-00003053;218,24;;6.978,75C
27/02/2024;PAGAMENTO DUPLICATA Nº 121864 ;72;0224-00002936;103,65;;6.875,10C
27/02/2024;PAGAMENTO DUPLICATA Nº 121868 ;72;0224-00002956;118,14;;6.756,96C
27/02/2024;PAGAMENTO DUPLICATA Nº 121901 ;72;0224-00002987;138,21;;6.618,75C
27/02/2024;PAGAMENTO DUPLICATA Nº 123939 ;72;0224-00003076;236,88;;6.381,87C
27/02/2024;PAGAMENTO DUPLICATA Nº 121869 ;72;0224-00003126;315,8;;6.066,07C
27/02/2024;PAGAMENTO DUPLICATA Nº 121867 ;72;0224-00003279;80,89;;5.985,18C
28/02/2024;NOTA FISCAL Nº 128044 ;5782;0224-00001742;;1.450,75;7.435,93C
04/03/2024;PAGAMENTO DUPLICATA Nº 122483 ;72;0324-00002998;218,24;;7.217,69C
05/03/2024;PAGAMENTO DUPLICATA Nº 124597 ;72;0324-00003022;265,46;;6.952,23C
06/03/2024;NOTA FISCAL Nº 128916 ;5782;0324-00001622;;365,81;7.318,04C
06/03/2024;NOTA FISCAL Nº 128916 ;5782;0324-00001623;;528,65;7.846,69C
08/03/2024;PAGAMENTO DUPLICATA Nº 123939 ;72;0324-00003009;236,89;;7.609,80C
08/03/2024;PAGAMENTO DUPLICATA Nº 124943 ;72;0324-00003083;368,36;;7.241,44C
13/03/2024;PAGAMENTO DUPLICATA Nº 125713 ;72;0324-00002968;163,64;;7.077,80C
13/03/2024;PAGAMENTO DUPLICATA Nº 125714 ;72;0324-00003250;87,03;;6.990,77C
14/03/2024;NOTA FISCAL Nº 129850 ;5782;0324-00001624;;600,76;7.591,53C
14/03/2024;PAGAMENTO DUPLICATA Nº 125877 ; ;0324-00005150;46,62;;7.544,91C
14/03/2024;PAGAMENTO DUPLICATA Nº 125879 ; ;0324-00005154;102,23;;7.442,68C
14/03/2024;PAGAMENTO DUPLICATA Nº 125876 ; ;0324-00005159;152,78;;7.289,90C
15/03/2024;PAGAMENTO DUPLICATA Nº 124597 ;72;0324-00003023;265,47;;7.024,43C
15/03/2024;PAGAMENTO DUPLICATA Nº 124943 ;72;0324-00003084;368,36;;6.656,07C
18/03/2024;PAGAMENTO DUPLICATA Nº 123939 ;72;0324-00003010;236,89;;6.419,18C
20/03/2024;NOTA FISCAL Nº 130371 ;5782;0324-00001625;;1.348,86;7.768,04C
22/03/2024;PAGAMENTO DUPLICATA Nº 124943 ;72;0324-00003082;368,35;;7.399,69C
23/03/2024;PAGAMENTO DUPLICATA Nº 125713 ;72;0324-00002969;163,64;;7.236,05C
23/03/2024;PAGAMENTO DUPLICATA Nº 125714 ;72;0324-00003251;87,03;;7.149,02C
24/03/2024;PAGAMENTO DUPLICATA Nº 125879 ;72;0324-00002898;102,23;;7.046,79C
24/03/2024;PAGAMENTO DUPLICATA Nº 125876 ;72;0324-00002959;152,78;;6.894,01C
24/03/2024;PAGAMENTO DUPLICATA Nº 125877 ;72;0324-00003146;46,62;;6.847,39C
25/03/2024;PAGAMENTO DUPLICATA Nº 124597 ;72;0324-00003024;265,47;;6.581,92C
26/03/2024;PAGAMENTO DUPLICATA Nº 126990 ;72;0324-00002908;106,86;;6.475,06C
26/03/2024;PAGAMENTO DUPLICATA Nº 126987 ;72;0324-00002988;199,04;;6.276,02C
26/03/2024;PAGAMENTO DUPLICATA Nº 126986 ;72;0324-00003045;301,37;;5.974,65C
27/03/2024;NOTA FISCAL Nº 131540 ;5782;0324-00001626;;155,88;6.130,53C
27/03/2024;NOTA FISCAL Nº 131540 ;5782;0324-00001627;;214,81;6.345,34C
27/03/2024;NOTA FISCAL Nº 131539 ;5782;0324-00001628;;95,94;6.441,28C
27/03/2024;NOTA FISCAL Nº 131539 ;5782;0324-00001629;;291,14;6.732,42C
27/03/2024;NOTA FISCAL Nº 131541 ;5782;0324-00001630;;335,7;7.068,12C
27/03/2024;NOTA FISCAL Nº 131541 ;5782;0324-00001631;;128,28;7.196,40C
